gene,relationship,pw
55914,GpPW,WP1433_r83527
5694,GpPW,PC7_2521
3265,GpPW,PC7_6533
1903,GpPW,PC7_4043
115111,GpPW,PC7_7290
50855,GpPW,PC7_5882
2255,GpPW,PC7_6157
3551,GpPW,WP2795_r78544
5696,GpPW,PC7_2830
5606,GpPW,PC7_10442
9564,GpPW,PC7_4449
7157,GpPW,PC7_2529
215,GpPW,PC7_967
1050,GpPW,WP395_r79978
4940,GpPW,PC7_4772
27063,GpPW,PC7_5322
4887,GpPW,PC7_2620
4175,GpPW,PC7_1554
10181,GpPW,PC7_12073
7494,GpPW,PC7_8786
259286,GpPW,PC7_4044
32,GpPW,PC7_4690
10393,GpPW,PC7_5535
5717,GpPW,PC7_11384
2787,GpPW,PC7_983
8737,GpPW,PC7_8061
2932,GpPW,PC7_4161
57030,GpPW,WP2267_r78595
5898,GpPW,PC7_6916
1650,GpPW,PC7_7357
4773,GpPW,WP2795_r78544
4609,GpPW,PC7_3803
2288,GpPW,PC7_4161
6598,GpPW,PC7_2570
5291,GpPW,PC7_2255
54894,GpPW,PC7_12487
84172,GpPW,PC7_5966
7318,GpPW,PC7_6786
9134,GpPW,PC7_4005
3020,GpPW,PC7_6072
389,GpPW,PC7_2373
2254,GpPW,PC7_7446
8344,GpPW,PC7_7426
9818,GpPW,PC7_4112
396,GpPW,PC7_1867
824,GpPW,WP2059_r82906
9356,GpPW,PC7_8352
1464,GpPW,PC7_5322
57834,GpPW,PC7_5326
5716,GpPW,PC7_1214
23193,GpPW,PC7_5330
5528,GpPW,PC7_1118
53343,GpPW,PC7_5322
5699,GpPW,PC7_5530
95681,GpPW,PC7_5529
6844,GpPW,PC7_8304
5710,GpPW,PC7_1537
3978,GpPW,PC7_2521
126410,GpPW,PC7_2098
23279,GpPW,PC7_5324
2746,GpPW,PC7_1629
7099,GpPW,WP75_r83867
9508,GpPW,PC7_5330
5720,GpPW,PC7_7024
5692,GpPW,PC7_3061
108,GpPW,PC7_3386
5155,GpPW,PC7_4741
1632,GpPW,PC7_5513
26523,GpPW,PC7_6072
285175,GpPW,PC7_7681
960,GpPW,PC7_4449
6192,GpPW,PC7_3774
2520,GpPW,PC7_7457
996,GpPW,PC7_1563
3693,GpPW,PC7_2705
5155,GpPW,PC7_7463
2249,GpPW,PC7_7463
6206,GpPW,PC7_5330
2587,GpPW,WP455_r81793
10603,GpPW,WP304_r78799
94235,GpPW,PC7_8340
23332,GpPW,PC7_2519
5460,GpPW,WP2857_r80151
161,GpPW,PC7_5890
8970,GpPW,PC7_11610
2618,GpPW,WP241_r83818
5705,GpPW,PC7_7439
7529,GpPW,PC7_4785
6925,GpPW,WP2355_r79973
539,GpPW,WP111_r82216
7040,GpPW,PC7_3278
2255,GpPW,PC7_2679
5699,GpPW,PC7_7230
6194,GpPW,PC7_4727
805,GpPW,PC7_4688
2719,GpPW,PC7_7439
8351,GpPW,PC7_4112
55967,GpPW,PC7_8229
6122,GpPW,PC7_5973
51160,GpPW,PC7_1810
51529,GpPW,PC7_5527
5720,GpPW,PC7_7458
5516,GpPW,PC7_7484
140,GpPW,PC7_7457
51130,GpPW,PC7_4688
2967,GpPW,PC7_3968
9612,GpPW,PC7_4116
57514,GpPW,PC7_7439
5859,GpPW,PC7_5518
3479,GpPW,PC7_7265
5719,GpPW,PC7_6108
2918,GpPW,PC7_7457
5728,GpPW,WP313_r79946
51013,GpPW,PC7_2164
6233,GpPW,PC7_5561
5155,GpPW,PC7_7269
3084,GpPW,PC7_7478
4833,GpPW,PC7_7723
83439,GpPW,PC7_2393
6482,GpPW,PC7_5322
1291,GpPW,PC7_5698
301,GpPW,PC7_4107
6303,GpPW,PC7_5329
3918,GpPW,PC7_1657
5002,GpPW,PC7_6061
467,GpPW,PC7_1181
6947,GpPW,WP1533_r82707
4998,GpPW,WP466_r79981
9296,GpPW,PC7_4806
1463,GpPW,PC7_7720
8480,GpPW,PC7_8347
2792,GpPW,PC7_2393
6480,GpPW,PC7_7764
3452,GpPW,PC7_3327
6882,GpPW,PC7_8319
6774,GpPW,WP2868_r78079
6019,GpPW,PC7_7457
7189,GpPW,PC7_12283
10197,GpPW,PC7_7231
4671,GpPW,WP1772_r84701
4793,GpPW,WP231_r81070
8480,GpPW,PC7_4729
5770,GpPW,PC7_5673
23404,GpPW,PC7_8631
140885,GpPW,PC7_4449
51639,GpPW,PC7_6589
57804,GpPW,PC7_6596
2783,GpPW,PC7_4754
6564,GpPW,PC7_7290
2785,GpPW,PC7_5890
5644,GpPW,PC7_3017
84033,GpPW,PC7_6894
112,GpPW,PC7_1577
1026,GpPW,PC7_2625
10371,GpPW,PC7_7425
2782,GpPW,PC7_6098
483,GpPW,PC7_4449
5717,GpPW,PC7_2520
4171,GpPW,WP179_r70629
94235,GpPW,PC7_3994
7532,GpPW,PC7_4619
6996,GpPW,PC7_2034
5770,GpPW,PC7_4574
8350,GpPW,PC7_4308
8368,GpPW,PC7_4308
2033,GpPW,PC7_2681
57758,GpPW,PC7_6925
8526,GpPW,PC7_4107
5708,GpPW,PC7_6054
5438,GpPW,PC7_8609
4342,GpPW,WP3527_r84571
1439,GpPW,PC7_4780
11004,GpPW,PC7_7427
5265,GpPW,PC7_6514
50636,GpPW,PC7_7681
6387,GpPW,PC7_6396
5880,GpPW,PC7_1863
3113,GpPW,PC7_3324
5701,GpPW,PC7_1130
25904,GpPW,PC7_4112
5699,GpPW,PC7_12274
23511,GpPW,PC7_2521
6195,GpPW,WP2946_r83779
3643,GpPW,PC7_7493
1543,GpPW,WP3298_r84382
488,GpPW,PC7_6869
5467,GpPW,PC7_5326
1285,GpPW,WP2572_r79947
55290,GpPW,PC7_4112
5557,GpPW,PC7_4951
784,GpPW,WP289_r81078
79109,GpPW,PC7_1563
79339,GpPW,PC7_7439
1401,GpPW,WP1533_r82707
51053,GpPW,PC7_1818
1586,GpPW,PC7_1658
10291,GpPW,PC7_6589
54567,GpPW,PC7_2680
196883,GpPW,PC7_2924
120586,GpPW,PC7_7439
5000,GpPW,WP466_r79981
26539,GpPW,WP455_r81793
4790,GpPW,WP710_r79974
5034,GpPW,PC7_2576
23169,GpPW,PC7_5322
56605,GpPW,PC7_6395
56547,GpPW,WP129_r72054
5903,GpPW,PC7_6941
2212,GpPW,PC7_4688
64976,GpPW,PC7_5523
115361,GpPW,PC7_4688
6234,GpPW,PC7_685
51773,GpPW,PC7_2575
10714,GpPW,PC7_4946
3055,GpPW,PC7_5871
7343,GpPW,PC7_3682
51433,GpPW,PC7_2518
22949,GpPW,PC7_1693
3717,GpPW,PC7_4779
6997,GpPW,PC7_6920
6821,GpPW,PC7_5322
2230,GpPW,PC7_5332
4240,GpPW,PC7_8680
92283,GpPW,PC7_4112
2998,GpPW,WP481_r82731
7314,GpPW,PC7_12285
6915,GpPW,PC7_7457
23305,GpPW,PC7_7765
2252,GpPW,PC7_1518
64965,GpPW,PC7_5523
23539,GpPW,PC7_6669
3915,GpPW,PC7_4917
5028,GpPW,PC7_4107
23112,GpPW,PC7_3325
11253,GpPW,PC7_1750
10403,GpPW,PC7_1856
6223,GpPW,PC7_5324
3767,GpPW,PC7_6909
949,GpPW,PC7_5326
9521,GpPW,PC7_2912
2885,GpPW,PC7_6157
8345,GpPW,PC7_6923
196883,GpPW,PC7_3328
9630,GpPW,PC7_4638
10678,GpPW,PC7_2500
2475,GpPW,PC7_7463
7297,GpPW,WP585_r80201
2266,GpPW,PC7_4637
2230,GpPW,PC7_2905
3761,GpPW,PC7_2628
81168,GpPW,PC7_6044
7403,GpPW,WP2857_r80151
9630,GpPW,PC7_6507
6152,GpPW,PC7_6393
5719,GpPW,PC7_4688
5699,GpPW,PC7_2623
51497,GpPW,PC7_4948
2250,GpPW,PC7_5876
55958,GpPW,PC7_1672
5978,GpPW,PC7_4334
8074,GpPW,PC7_3328
10971,GpPW,PC7_8337
6776,GpPW,PC7_4780
4738,GpPW,PC7_7796
3672,GpPW,PC7_4449
6566,GpPW,PC7_6669
85465,GpPW,WP15_r82705
1468,GpPW,PC7_4162
4092,GpPW,PC7_7795
2065,GpPW,WP2864_r79278
6714,GpPW,PC7_5876
23774,GpPW,PC7_4308
5983,GpPW,PC7_2950
4985,GpPW,PC7_7439
3032,GpPW,PC7_1556
10783,GpPW,PC7_2521
6753,GpPW,PC7_7457
5566,GpPW,PC7_7445
10166,GpPW,PC7_8635
1978,GpPW,WP2380_r79953
401541,GpPW,PC7_5531
9688,GpPW,PC7_8339
3804,GpPW,PC7_4689
3458,GpPW,WP530_r79331
5031,GpPW,WP80_r68938
2972,GpPW,PC7_6797
3845,GpPW,PC7_3084
79084,GpPW,PC7_2570
6819,GpPW,PC7_5322
128312,GpPW,PC7_7272
1643,GpPW,PC7_3277
55802,GpPW,PC7_5327
253430,GpPW,PC7_5322
10892,GpPW,PC7_4688
10623,GpPW,PC7_2910
5277,GpPW,PC7_6539
7531,GpPW,PC7_5029
3371,GpPW,PC7_7721
2551,GpPW,PC7_5515
4734,GpPW,PC7_4688
6453,GpPW,PC7_3415
5648,GpPW,PC7_4741
3118,GpPW,PC7_4115
219957,GpPW,PC7_7439
5211,GpPW,PC7_3278
201164,GpPW,PC7_4262
1233,GpPW,WP455_r81793
10320,GpPW,WP2849_r84764
8354,GpPW,PC7_6815
81929,GpPW,PC7_4492
7531,GpPW,PC7_3980
2065,GpPW,PC7_7445
6878,GpPW,PC7_4948
9045,GpPW,PC7_8331
8357,GpPW,PC7_6794
51455,GpPW,PC7_2946
391189,GpPW,PC7_7439
100506658,GpPW,PC7_1689
2247,GpPW,PC7_4663
5601,GpPW,WP382_r79951
5740,GpPW,PC7_6432
92,GpPW,PC7_1104
5595,GpPW,PC7_7040
84335,GpPW,PC7_7448
117,GpPW,PC7_5772
5599,GpPW,PC7_2526
1030,GpPW,PC7_6913
7270,GpPW,PC7_5966
3716,GpPW,PC7_3278
25759,GpPW,PC7_4583
891,GpPW,WP45_r80001
863,GpPW,WP2849_r84764
25782,GpPW,PC7_3632
10090,GpPW,PC7_2569
5573,GpPW,PC7_6172
9626,GpPW,PC7_8231
2068,GpPW,WP405_r73594
9495,GpPW,PC7_5887
8021,GpPW,PC7_5534
81849,GpPW,PC7_6540
3421,GpPW,PC7_5322
898,GpPW,PC7_12078
8370,GpPW,PC7_7272
1027,GpPW,PC7_2830
79788,GpPW,PC7_4112
3141,GpPW,PC7_3017
55062,GpPW,PC7_8786
3419,GpPW,WP2453_r80143
5281,GpPW,PC7_6539
10454,GpPW,PC7_2012
3320,GpPW,PC7_4761
8945,GpPW,PC7_1213
105372382,GpPW,PC7_3993
720,GpPW,WP545_r82142
1520,GpPW,PC7_2670
29074,GpPW,PC7_5522
5290,GpPW,PC7_8430
9353,GpPW,PC7_4692
5721,GpPW,PC7_1521
257397,GpPW,PC7_8288
6209,GpPW,PC7_5973
5567,GpPW,PC7_4754
5713,GpPW,PC7_6877
7094,GpPW,PC7_3084
8366,GpPW,PC7_7439
9372,GpPW,WP366_r84196
4041,GpPW,WP428_r79854
2787,GpPW,PC7_4158
2268,GpPW,PC7_3678
2885,GpPW,PC7_1987
54487,GpPW,WP2805_r81654
1510,GpPW,PC7_5157
25776,GpPW,PC7_7439
5591,GpPW,WP3594_r84573
3106,GpPW,PC7_1563
8666,GpPW,PC7_3963
5567,GpPW,PC7_6173
6532,GpPW,WP706_r80056
5708,GpPW,PC7_2520
2797,GpPW,PC7_7457
7769,GpPW,PC7_4112
51332,GpPW,PC7_4765
5701,GpPW,PC7_1118
9348,GpPW,PC7_4451
6720,GpPW,WP1403_r79471
5683,GpPW,PC7_2520
2786,GpPW,PC7_4786
25885,GpPW,WP405_r73594
8660,GpPW,PC7_7447
7409,GpPW,PC7_6896
5520,GpPW,PC7_5530
1871,GpPW,PC7_2952
1398,GpPW,PC7_1599
7074,GpPW,PC7_1696
90423,GpPW,PC7_3278
8664,GpPW,PC7_8332
348995,GpPW,PC7_4112
26211,GpPW,PC7_6044
23511,GpPW,PC7_5534
9440,GpPW,PC7_3084
4129,GpPW,PC7_1598
908,GpPW,PC7_3974
126123,GpPW,PC7_7647
79465,GpPW,PC7_4688
7343,GpPW,PC7_6791
9619,GpPW,PC7_4970
4974,GpPW,PC7_12280
199,GpPW,WP2431_r84650
2534,GpPW,PC7_3084
5290,GpPW,PC7_4574
5293,GpPW,WP1544_r84696
4609,GpPW,PC7_12279
392309,GpPW,PC7_7457
2902,GpPW,WP2059_r82906
5720,GpPW,PC7_2623
5170,GpPW,PC7_4583
8352,GpPW,PC7_1655
5335,GpPW,PC7_7475
64078,GpPW,PC7_8339
6133,GpPW,PC7_3963
2308,GpPW,PC7_3980
5465,GpPW,PC7_6910
5605,GpPW,PC7_4062
2966,GpPW,PC7_6801
9034,GpPW,PC7_2543
5693,GpPW,PC7_7427
5602,GpPW,PC7_5560
4701,GpPW,WP623_r79961
8349,GpPW,PC7_5966
808,GpPW,PC7_5551
4319,GpPW,PC7_1536
898,GpPW,WP2377_r80437
6549,GpPW,PC7_8354
7855,GpPW,PC7_12487
100137049,GpPW,PC7_5322
118430,GpPW,PC7_8155
5576,GpPW,PC7_4157
2052,GpPW,WP696_r72081
5708,GpPW,PC7_6897
2475,GpPW,PC7_2701
140,GpPW,WP455_r81793
5087,GpPW,WP706_r80056
8897,GpPW,PC7_5326
1909,GpPW,WP117_r82985
5173,GpPW,PC7_6050
8355,GpPW,PC7_6791
23636,GpPW,PC7_8343
129401,GpPW,PC7_5990
3357,GpPW,PC7_1624
7157,GpPW,PC7_1684
64170,GpPW,PC7_5779
1063,GpPW,PC7_6941
2250,GpPW,PC7_3822
6714,GpPW,PC7_3419
56992,GpPW,PC7_4688
5526,GpPW,WP500_r63201
123263,GpPW,PC7_6057
4099,GpPW,PC7_2525
1027,GpPW,PC7_3278
2305,GpPW,PC7_4011
23396,GpPW,PC7_3084
348303,GpPW,WP15_r82705
7529,GpPW,PC7_7445
8342,GpPW,PC7_6923
92086,GpPW,WP2884_r83041
740,GpPW,PC7_6057
1639,GpPW,PC7_5157
7409,GpPW,PC7_7439
7471,GpPW,PC7_2170
7474,GpPW,PC7_3278
5983,GpPW,PC7_4951
339403,GpPW,PC7_6924
9080,GpPW,PC7_2527
9744,GpPW,PC7_1698
7531,GpPW,PC7_2625
2917,GpPW,PC7_4043
3554,GpPW,PC7_7461
7054,GpPW,PC7_1123
2779,GpPW,PC7_7439
8344,GpPW,PC7_5273
8347,GpPW,PC7_6923
10849,GpPW,PC7_6794
142678,GpPW,PC7_2681
8347,GpPW,PC7_6233
5320,GpPW,PC7_7742
3665,GpPW,WP254_r84652
3012,GpPW,PC7_3278
4174,GpPW,PC7_2519
7712,GpPW,PC7_4112
207,GpPW,WP1559_r84698
6233,GpPW,PC7_8332
63875,GpPW,PC7_5524
51107,GpPW,PC7_7472
29984,GpPW,PC7_6957
81035,GpPW,PC7_7392
3337,GpPW,WP2884_r83041
3716,GpPW,PC7_7463
166012,GpPW,PC7_3018
3066,GpPW,PC7_5783
3265,GpPW,PC7_7444
147,GpPW,WP536_r80211
9061,GpPW,PC7_8342
796,GpPW,PC7_4043
5716,GpPW,PC7_6897
3569,GpPW,PC7_7463
19,GpPW,PC7_6828
9559,GpPW,PC7_8771
7157,GpPW,WP1971_r82939
207,GpPW,PC7_2251
5706,GpPW,PC7_1130
10000,GpPW,PC7_6898
10458,GpPW,WP51_r79977
29093,GpPW,PC7_6057
51025,GpPW,PC7_5330
1387,GpPW,PC7_3980
1675,GpPW,PC7_4688
3716,GpPW,PC7_2907
25836,GpPW,PC7_2661
641,GpPW,PC7_5271
3297,GpPW,PC7_6883
3251,GpPW,PC7_5322
7321,GpPW,PC7_1521
8367,GpPW,PC7_4112
3572,GpPW,PC7_7463
5519,GpPW,PC7_2519
6890,GpPW,PC7_3277
186,GpPW,PC7_7439
9014,GpPW,PC7_5966
1108,GpPW,PC7_4334
4141,GpPW,PC7_4112
5594,GpPW,PC7_7436
1019,GpPW,PC7_2570
53981,GpPW,PC7_2634
170689,GpPW,PC7_5999
402317,GpPW,PC7_6044
4968,GpPW,PC7_3283
1158,GpPW,PC7_2703
2688,GpPW,WP474_r80208
2621,GpPW,PC7_6514
896,GpPW,WP179_r70629
4085,GpPW,PC7_1521
7750,GpPW,PC7_7452
10672,GpPW,PC7_7043
55835,GpPW,PC7_2519
83593,GpPW,PC7_7787
5136,GpPW,PC7_2394
266747,GpPW,WP455_r81793
2793,GpPW,PC7_2393
6171,GpPW,PC7_4112
7307,GpPW,PC7_2634
10825,GpPW,PC7_7764
6774,GpPW,PC7_5772
3675,GpPW,PC7_6870
2781,GpPW,PC7_6098
2358,GpPW,PC7_3992
2046,GpPW,PC7_3680
4089,GpPW,PC7_4116
5611,GpPW,PC7_8786
2274,GpPW,PC7_6910
6714,GpPW,WP437_r79266
2309,GpPW,PC7_7490
284111,GpPW,PC7_7290
50852,GpPW,PC7_7475
5686,GpPW,PC7_8625
3006,GpPW,PC7_1531
4067,GpPW,WP127_r78498
10121,GpPW,PC7_2519
10999,GpPW,PC7_8360
6256,GpPW,PC7_2090
3446,GpPW,PC7_3327
162963,GpPW,PC7_4112
5327,GpPW,WP272_r84876
26532,GpPW,PC7_7439
2846,GpPW,PC7_5996
92912,GpPW,PC7_1563
4929,GpPW,WP2355_r79973
26503,GpPW,PC7_7764
983,GpPW,PC7_8664
10197,GpPW,PC7_4439
3667,GpPW,WP236_r80209
5587,GpPW,WP35_r79952
8345,GpPW,PC7_6790
6891,GpPW,PC7_3427
259292,GpPW,PC7_2622
8312,GpPW,PC7_3278
2790,GpPW,PC7_1577
7448,GpPW,PC7_7717
51164,GpPW,PC7_1563
5590,GpPW,WP289_r81078
8907,GpPW,PC7_4300
2002,GpPW,PC7_4688
60495,GpPW,PC7_4451
990,GpPW,PC7_2519
8365,GpPW,PC7_5273
7409,GpPW,PC7_3326
48,GpPW,WP2007_r69751
3568,GpPW,PC7_7461
390063,GpPW,PC7_6044
23047,GpPW,PC7_2521
886,GpPW,PC7_4044
51128,GpPW,PC7_5330
4436,GpPW,PC7_5509
5781,GpPW,PC7_7267
10052,GpPW,PC7_5307
5395,GpPW,PC7_5188
4233,GpPW,PC7_7718
4544,GpPW,PC7_7457
64841,GpPW,PC7_6540
89910,GpPW,PC7_1563
5604,GpPW,PC7_3885
153642,GpPW,PC7_5330
5073,GpPW,PC7_6143
51023,GpPW,PC7_5524
1437,GpPW,PC7_1123
6300,GpPW,WP3303_r83781
3690,GpPW,PC7_7482
5009,GpPW,WP497_r72142
93492,GpPW,PC7_6147
6772,GpPW,PC7_3698
8772,GpPW,WP254_r84652
1147,GpPW,PC7_3325
23421,GpPW,PC7_5530
7057,GpPW,WP2377_r80437
8312,GpPW,WP428_r79854
9978,GpPW,PC7_4438
113,GpPW,PC7_6180
3269,GpPW,PC7_3993
6772,GpPW,WP2328_r84648
2249,GpPW,PC7_1877
1351,GpPW,PC7_6943
5590,GpPW,WP35_r79952
8697,GpPW,PC7_1130
5747,GpPW,PC7_5883
28965,GpPW,PC7_8339
54344,GpPW,PC7_6539
7186,GpPW,WP2018_r79959
7169,GpPW,PC7_5551
6786,GpPW,PC7_1563
11165,GpPW,PC7_5322
1511,GpPW,PC7_8639
207,GpPW,PC7_4440
5295,GpPW,PC7_4588
10533,GpPW,PC7_2623
3984,GpPW,PC7_6896
2253,GpPW,PC7_6157
5720,GpPW,PC7_5531
4343,GpPW,PC7_2532
6870,GpPW,PC7_3993
6222,GpPW,PC7_5324
3017,GpPW,PC7_6793
817,GpPW,PC7_4417
64837,GpPW,PC7_5157
388,GpPW,PC7_4043
8650,GpPW,PC7_3803
801,GpPW,PC7_7448
5605,GpPW,WP185_r80036
3566,GpPW,PC7_4627
51728,GpPW,PC7_6810
29090,GpPW,PC7_5330
333932,GpPW,PC7_5272
79923,GpPW,WP399_r79474
2328,GpPW,PC7_6432
51264,GpPW,PC7_5523
51585,GpPW,PC7_6801
9572,GpPW,PC7_6818
3709,GpPW,PC7_6513
8337,GpPW,PC7_1655
6647,GpPW,WP15_r82705
7311,GpPW,PC7_11357
10026,GpPW,PC7_6540
84102,GpPW,PC7_8352
7153,GpPW,WP3594_r84573
54998,GpPW,PC7_5521
2771,GpPW,PC7_6050
94233,GpPW,PC7_7439
2534,GpPW,WP306_r80308
8339,GpPW,PC7_2519
116,GpPW,PC7_2621
1007,GpPW,PC7_1573
5696,GpPW,PC7_11384
9349,GpPW,PC7_4729
22943,GpPW,PC7_6815
2119,GpPW,WP138_r79958
729230,GpPW,WP24_r79999
3795,GpPW,PC7_5322
7128,GpPW,PC7_4741
4615,GpPW,PC7_12281
516,GpPW,PC7_3957
6613,GpPW,PC7_5330
23620,GpPW,PC7_4043
1870,GpPW,PC7_1818
29974,GpPW,PC7_4112
5717,GpPW,PC7_6915
1581,GpPW,PC7_8339
10399,GpPW,WP585_r80201
340273,GpPW,PC7_8339
9450,GpPW,PC7_4741
51466,GpPW,PC7_7477
506,GpPW,PC7_8323
26003,GpPW,PC7_5530
929,GpPW,PC7_5560
4893,GpPW,PC7_4663
5716,GpPW,PC7_7784
7409,GpPW,WP51_r79977
5170,GpPW,PC7_2701
133522,GpPW,PC7_6910
5337,GpPW,PC7_3886
9500,GpPW,PC7_7463
5682,GpPW,PC7_1131
2263,GpPW,WP2795_r78544
6502,GpPW,PC7_1128
8339,GpPW,PC7_2529
3433,GpPW,PC7_4688
6125,GpPW,PC7_2469
9420,GpPW,PC7_5326
7311,GpPW,PC7_2278
5704,GpPW,PC7_5049
2792,GpPW,WP289_r81078
156,GpPW,PC7_6177
6199,GpPW,PC7_2679
113130,GpPW,PC7_5533
3551,GpPW,WP2018_r79959
80347,GpPW,PC7_2659
8013,GpPW,PC7_4112
246213,GpPW,PC7_1630
128312,GpPW,PC7_6791
11328,GpPW,PC7_5330
2107,GpPW,PC7_5972
53371,GpPW,PC7_5985
11274,GpPW,PC7_6885
6155,GpPW,PC7_8331
5528,GpPW,PC7_1517
23556,GpPW,PC7_5330
5347,GpPW,PC7_6189
140458,GpPW,PC7_4688
5295,GpPW,PC7_3419
10451,GpPW,PC7_3419
8340,GpPW,PC7_2949
2769,GpPW,PC7_8264
9331,GpPW,PC7_5665
2065,GpPW,PC7_7448
2885,GpPW,PC7_7478
55851,GpPW,PC7_1516
10019,GpPW,PC7_7494
51021,GpPW,PC7_5522
8887,GpPW,PC7_5878
3013,GpPW,PC7_4308
414,GpPW,PC7_5326
79001,GpPW,PC7_4100
1968,GpPW,PC7_1552
5434,GpPW,PC7_8321
2071,GpPW,PC7_6794
23636,GpPW,PC7_6882
219482,GpPW,PC7_7439
5601,GpPW,WP2355_r79973
5054,GpPW,PC7_6945
4067,GpPW,PC7_3416
5682,GpPW,PC7_8709
6175,GpPW,PC7_3278
8737,GpPW,WP2516_r84490
55224,GpPW,PC7_5326
22934,GpPW,PC7_5322
4790,GpPW,PC7_7778
160,GpPW,PC7_5157
83860,GpPW,PC7_3278
7224,GpPW,PC7_1863
5054,GpPW,PC7_4340
7318,GpPW,PC7_1563
29760,GpPW,PC7_4780
5335,GpPW,PC7_7503
1292,GpPW,PC7_7718
5685,GpPW,PC7_7784
245928,GpPW,PC7_4688
5295,GpPW,PC7_4628
920,GpPW,PC7_4741
2782,GpPW,PC7_7489
808,GpPW,PC7_5772
79023,GpPW,PC7_2519
720,GpPW,PC7_4741
5595,GpPW,PC7_5885
57122,GpPW,PC7_6923
5577,GpPW,WP2012_r82900
554313,GpPW,PC7_2529
1385,GpPW,PC7_1539
8525,GpPW,PC7_4043
245940,GpPW,PC7_4741
6714,GpPW,PC7_3678
3981,GpPW,PC7_4366
8323,GpPW,WP399_r79474
3000,GpPW,PC7_7439
8569,GpPW,PC7_3278
113457,GpPW,PC7_6566
5469,GpPW,PC7_8675
5330,GpPW,PC7_5970
7166,GpPW,PC7_1625
9896,GpPW,PC7_5322
6154,GpPW,PC7_5973
5526,GpPW,PC7_7784
5201,GpPW,PC7_2685
5566,GpPW,PC7_5887
5338,GpPW,WP437_r79266
57154,GpPW,PC7_3278
843,GpPW,PC7_4688
4361,GpPW,WP2377_r80437
9570,GpPW,PC7_8631
3796,GpPW,PC7_6941
8367,GpPW,PC7_6793
6157,GpPW,PC7_3278
64344,GpPW,PC7_6086
3654,GpPW,PC7_12285
11051,GpPW,PC7_2634
5710,GpPW,PC7_5324
2011,GpPW,PC7_5981
5568,GpPW,PC7_4438
5690,GpPW,PC7_4492
2770,GpPW,PC7_7439
9564,GpPW,PC7_6511
1855,GpPW,PC7_11463
84570,GpPW,PC7_2669
3445,GpPW,PC7_4688
1327,GpPW,PC7_6942
81847,GpPW,PC7_7784
1734,GpPW,WP28_r71888
7015,GpPW,PC7_6914
3813,GpPW,PC7_4688
55173,GpPW,PC7_5522
5747,GpPW,PC7_2373
6230,GpPW,PC7_4112
10193,GpPW,PC7_3320
51258,GpPW,PC7_5523
983,GpPW,PC7_7478
79885,GpPW,PC7_7465
6137,GpPW,PC7_5327
10166,GpPW,PC7_1629
11065,GpPW,PC7_2684
207,GpPW,PC7_4862
51808,GpPW,PC7_5324
3018,GpPW,PC7_4112
23098,GpPW,PC7_5560
23054,GpPW,PC7_2698
6934,GpPW,WP363_r78571
4617,GpPW,PC7_2276
8968,GpPW,PC7_8317
6256,GpPW,PC7_2098
718,GpPW,PC7_7457
1756,GpPW,PC7_3777
6804,GpPW,PC7_8340
196743,GpPW,PC7_6097
51058,GpPW,PC7_4112
5557,GpPW,PC7_6596
64425,GpPW,PC7_5875
84618,GpPW,PC7_6663
7409,GpPW,PC7_7445
4718,GpPW,WP111_r82216
1639,GpPW,PC7_5529
3115,GpPW,PC7_4115
7409,GpPW,WP306_r80308
6777,GpPW,PC7_7449
4982,GpPW,WP2018_r79959
4193,GpPW,PC7_7445
3170,GpPW,PC7_3853
5142,GpPW,PC7_3994
7480,GpPW,PC7_8328
5706,GpPW,PC7_3061
64981,GpPW,PC7_5521
26707,GpPW,PC7_6044
3459,GpPW,PC7_2907
2065,GpPW,PC7_3328
5290,GpPW,PC7_4663
5475,GpPW,PC7_8231
722,GpPW,PC7_2255
29780,GpPW,WP306_r80308
6304,GpPW,PC7_2506
8358,GpPW,PC7_6791
1046,GpPW,PC7_6914
177,GpPW,PC7_2942
11198,GpPW,PC7_8317
23643,GpPW,PC7_8288
5526,GpPW,PC7_6515
151648,GpPW,PC7_6189
4987,GpPW,WP24_r79999
6528,GpPW,PC7_1625
1975,GpPW,PC7_12079
23411,GpPW,PC7_3682
4173,GpPW,PC7_2170
9968,GpPW,PC7_8328
7423,GpPW,PC7_7439
57122,GpPW,PC7_4366
10912,GpPW,WP1530_r84694
2889,GpPW,PC7_4780
23446,GpPW,PC7_5326
3569,GpPW,PC7_7266
9972,GpPW,PC7_7489
7316,GpPW,PC7_4492
6208,GpPW,PC7_8712
1994,GpPW,PC7_5327
10887,GpPW,PC7_4043
26330,GpPW,PC7_4269
5692,GpPW,PC7_1521
5595,GpPW,WP75_r83867
3516,GpPW,PC7_3084
2253,GpPW,PC7_7439
122748,GpPW,PC7_4043
4717,GpPW,WP623_r79961
5594,GpPW,WP2035_r78536
158763,GpPW,PC7_7439
5434,GpPW,PC7_4741
5790,GpPW,WP231_r81070
652,GpPW,WP236_r80209
55066,GpPW,PC7_5322
5578,GpPW,PC7_6098
5606,GpPW,WP615_r81193
79980,GpPW,PC7_5533
7200,GpPW,PC7_4107
6383,GpPW,PC7_7439
64105,GpPW,PC7_5049
29927,GpPW,PC7_4112
5230,GpPW,PC7_4340
5433,GpPW,PC7_8609
5584,GpPW,WP35_r79952
4144,GpPW,PC7_6433
7409,GpPW,PC7_7444
875,GpPW,WP2333_r72015
10990,GpPW,PC7_4688
890,GpPW,PC7_5529
